story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
2851728a-131d-4fe3-b88a-90cffa01379c-1,Jane was the gold medalist at last years competition.,no,B,Jane was not the gold medalist at last years competition.,"The recital was on Thursday, not Friday.",Yes,No,Explanation A
2168b3ee-7975-4072-83c8-f29b809c243b-1,Todd trained for several months after the race.,no,A,Todd has love to participate in marathon.,Todd trained for several months before the race.,No,Yes,Explanation B
f963b993-a48b-4390-9464-fbae5f86b518-1,Donald's opponent was more popular.,no,A,Donald was not forced to abandon the race.,Donald was not forced to abandon the race.,No,No,Explanation B
b4adfbf4-2e20-44ca-8e65-036142b4078c-1,Sally took a lot of pictures when she went sightseeing.,yes,B,"Sally went to Italy in the spring. Sally took a lot of pictures when she went sightseeing. When she got home, Sally showed her pictures to all her friends.",Sally took pictures at every place she visited.,Yes,Yes,Explanation A
37493eb8-ba2e-4cb3-b270-9da5bdbf8e65-1,I got scared because my door started making noise.,"No, because if you wake up in the dark at a very early hour, you would be scared.",A,The cat could not have pushed the door open because it was locked.,The cat could not have pushed the door open and let herself in.,Yes,No,Explanation B
0047de81-b7cf-43a0-9f5b-176491b985bb-1,There were police down the street arresting people.,no,B,The man was being arrested for drunken driving.,A man being arrested for drunken driving is not a wonderful scene.,Yes,No,Explanation A
7f6f41a9-0028-4f8d-b4ec-bcc390591a78-1,Cade started by reading one chapter at a time.,no,A,"Cade's reading improved so much, soon one chapter just wasn't enough!",Cade is struggling to read so he should be reading one chapter at a time.,Yes,Yes,Explanation A
e6062c32-f1eb-4026-95fc-6cc2db46f70d-1,Beth brought her roommate Allison whom I had never met.,No,B,Beth's roommate Allison is Beth's friend.,Beth is not a new friend. She is Beth's friend.,Yes,No,Explanation B
15bdf14b-7fba-43e7-b53e-184ce389a588-1,Carl found that some people feared him for his size.,yes,A,Carl was 6 foot 2 and weighed 220 pounds.,Carl was 6 foot 2 and weighed 220 pounds. Carl found that some people feared him for his size. He approached a white girl in a hallway and she hollered in fear.,Yes,Yes,Explanation B
fea12618-5110-4c33-9b89-296d32928aed-1,He went for a run and his cold got worse.,no,A,Sam had to rest for a week because he got a cold.,Sam had to rest for a week because he got a cold.,Yes,Yes,Explanation A
1540800d-0dfb-4bdd-bad0-aed0ca89df54-1,"Somehow, the two got separated and the little girl was lost for several days.",no,B,The girl was lost for several days but her dad carried her to safety.,The girl's father was not the one who fell.,Yes,No,Explanation B
99937112-691b-440b-8b49-0083e36796d8-1,"Marvin's girlfriend Sarah also joined, but she was stationed elsewhere.",no,A,Marvin and Sarah were not married when she joined the military.,"Marvin joined the military shortly after graduating from high school. Sarah left to college, and Marvin waited for her to go. Upon her return Marvin was elated and asked Sarah to marry him.",No,Yes,Explanation B
b6808ad4-57de-4975-b75e-b2b9e5b5cd1e-1,We all went to the rodeo.,yes,B,The rodeo came to town. We all went to the rodeo. It was a great time for all.,The rodeo is not a place to go to the doctor.,Yes,Yes,Explanation A
ca6b1a16-e9db-466d-8f90-9b2ed062aa5c-1,The city hired contractors to build the mall.,yes,A,The city hired contractors to build the mall.,The city hired ten thousands of workers for the job.,Yes,No,Explanation A
d313ed5f-56c3-40ee-918a-efeef6818d882,I didn't manage my team well and lost all my games.,no,A,I was not disappointed because my team played a great game.,I joined a fantasy football league for the first time this year. I didn't manage my team well and lost all my games. I was very disappointed.,Yes,Yes,Explanation B
87aeeeb4-ca43-4587-ad93-056dea97f0ba-1,Tim's drawings improved the more he practiced.,yes,A,"Tim's mom tore up the ones she thought were bad, and made him draw more.",Tim's mom did not tore up the robots she thought were bad.,Yes,No,Explanation A
37b3f8a3-3b87-498c-9be0-daaf96e10b89-1,I kept at it and self-published a book. I decided to price the book at $10 per copy.,no,B,I made $100 from 10 copies of my book.,"I read a book about publishing, but I didn't write a book.",Yes,Yes,Explanation A
171af203-8619-458c-9cc8-ca5f6107a49b-1,My daughter hit a home run.,no,B,My daughter hit a home run. I cheered wildly.,I would not cheer wildly if she struck out.,Yes,Yes,Explanation B
23beb5ae-0916-466d-b67f-624d80026558-1,My best friend wanted to try a new restaurant for lunch.,No,B,I had an amazing time at the restaurant.,I had an amazing time because I went on a trip with my best friend.,Yes,Yes,Explanation B
1b2c8960-b846-49a4-a8a3-46d429f4c4b2-1,They went for a short walk around the blanket.,yes,A,They went for a short walk around the blanket. They return to their blanket to discover ants had invaded their meal.,Tom and Sue had a picnic in the park.,No,Yes,Explanation B
3d04c8a4-67ea-4364-8391-f0265adc2117-1,Leia drank alcohol before work.,no,B,Leia was always courteous to her fellow employees.,Leia was generous to everyone because she was drunk.,Yes,No,Explanation A
cd9ce176-fd0b-4d9e-880a-5c1660e1b8e6-1,Gina had locked her keys in the house.,no,A,Gina had her keys in the house so she didn't need to find anything to fit in the door handle slot.,Gina found something that didn't fit in the door handle slot.,Yes,Yes,Explanation B
108c3481-7efc-43ea-80bc-50b02c7d240f-1,Bree bounced and hit the springs.,yes,A,Bree's friends decided not to jump because Bree was badly hurt.,Bree and her friends were playing on her trampoline. Bree jumped down and landed down to the ground. She was badly hurt and all of her friends decided not to jump.,No,Yes,Explanation B
127daf23-f8a3-45af-94c4-f94e727107271,The two women came across a wolf on their run.,no,B,The two women were fine because they were able to run away from the wolf.,The two young women were fine because they were not attacked by a wolf.,Yes,Yes,Explanation B
61b6f263-4d6b-4a60-a764-99cd22355d3d-1,Adler's Dad found out and was pretty sad.,no,A,Adler's Dad was sad because he was going to summer camp.,Adler's dad sent Adler to summer camp because he was angry at him.,No,Yes,Explanation B
195eb16e-c240-4320-8a0f-41e0daa2f51d-1,The judges judged the best and worst meals.,yes,A,The contestant who made the plate was not the one who judged the meals.,The contestant who made the plate was not disqualified.,Yes,No,Explanation A
ea7e69cb-4105-4aab-bd65-588f831ccc4e-1,Phil did not know anyone until Nick went through rush.,no,A,Phil did not know anyone until Nick went through rush.,Nick and Phil were already friends before he went through Rush.,Yes,No,Explanation A
49765630-1923-441c-960b-ca1e4441dc08-1,They began making out on the dance floor during the reception.,Yes.,A,Mary and Mark were not banned from the wedding reception because they got drunk and made kind gestures to the guests.,The couple was not banned from the wedding reception.,No,No,Explanation B
ef142000-b8b8-44b0-8558-1033edd89b78-1,Danny met some friends at the park.,no,B,Danny went to the park all by himself and met some friends.,Danny couldn't remember his way back home after playing.,Yes,Yes,Explanation A
961a77ca-e5a0-4726-bcde-bb1fa1a92c58-1,Professor Smith was having trouble teaching his classes.,no,A,Professor Smith was a well liked teacher of black history.,Professor Smith was having trouble teaching his classes because he had a stroke.,Yes,Yes,Explanation B
109cf806-aa3f-4371-9bc3-41a9fcc177bb-1,"Before long, Amanda started feeling guilty.",no,A,Amanda was having a very rough day but she did not call out of work.,"Amanda was having a very rough day, but she did not feel guilty.",Yes,No,Explanation B
c195bdb3-e2fe-43ec-9708-871638d6fd3c-1,Neil booked a tripped online.,no,A,Neil can't be in Nepal and the Rocky mountains at the same time.,Neil was not close to the mountains in Nepal.,Yes,No,Explanation A
ac365c50-d129-4d35-97d1-f5f2af2f66da-1,Donald was eating outside before it started to pour.,no,B,Donald was eating outside before it started to pour. He was soaking wet by the time he got back to his front door.,Donald was eating a donut and fell in a shop. He was soaking wet by the time he got back to his front door.,Yes,Yes,Explanation A
658ff2a6-00f5-4014-8ab1-547cddd9aa0f-1,Karen started feeling sick of her friend.,no,B,Karen washed her hands after visiting her sick friend.,Karen washed her hands after visiting her sick friend.,Yes,Yes,Explanation A
08f96eba-d2d7-4a03-b1b4-d6bda758dc88-1,It was the first time I had been part of a big study group and our entire group passed.,No,A,I came to school drowsy since I spent all night studying for exams. It was the first time I had been part of a big study group and our entire group passed. We took our phone numbers down to arrange another meet up.,I would not have made fun of someone if I had spent all night studying.,Yes,No,Explanation B
c9ef6b84-e4e2-4036-8a8d-62f613349884-1,Harry saw an old friend while out shopping.,no,A,Harry was a lonely man. He met a man in the store and they fought. After talking for a short while they each left the shop separately.,Harry was a lonely man. Harry saw an old friend while out shopping. After talking for a short while they each left the shop separately.,No,Yes,Explanation B
47a3fe43-8741-4dc5-bb21-c151bcb70742-1,The Anderson's went and had a great time.,yes,B,The Anderson family wanted to take a big vacation. The Anderson's went and had a great time. They decided to take a family trip on an annual basis.,They hated the family vacation so much and knew they did not want to do this. They decided to take a family trip on an annual basis.,Yes,No,Explanation A
4eb674b8-844c-4279-bf3a-420371f31010-1,pam was upset her cup was broken.,yes,A,Pam was upset her cup was broken. So she blamed the coffee shop for her cup having a broken lid.,The coffee shop is not responsible for the cup having a broken lid.,Yes,No,Explanation A
8a097b15-5263-4ab8-8e43-9adb3f2cf00f-1,I grabbed the money when the woman wasn't looking but a guard was.,"No, because if a guard was looking at the woman, she would have seen you grab the money.",A,I would not skip my way to the bank if I had stolen money.,I would not skip my way to the bank if I was going to return the money.,No,No,Explanation B
0fbadd33-9a9c-493e-a850-552d3ce4fb15-1,Ralph had to make a batch of cookies for the first time.,no,A,Ralph had to make a batch of cookies for the first time.,Ralph was able to complete the project on time because he was able to focus on the project.,Yes,Yes,Explanation B
a3bd6fa6-986a-4633-b24f-41d5ca1d0a96-1,Her parents caught her speeding through the neighborhood so they grounded her from the car.,No,B,"When she got it back, she drove recklessly.","Her parents grounded her from the car, so she couldn't drive.",No,Yes,Explanation A
cbd66f79-94ff-4565-8933-f0bec44f718a-1,Bill lets an older lady on with no fare. A month later she surprises him with a homemade cake.,No,A,Bill realizes that a little kindness can go a long way.,Bill is not kind to customers because he has to turn them away.,Yes,No,Explanation A
3b32b317-8311-47ef-83a7-d2594c8719c8-1,"When Josh asked the girl from chemistry class out, she admitted to having a crush on him.",no,B,"The girl had a crush on Josh, but she didn't know he was interested in her.","The girl asked Josh out, so he must have asked her out.",Yes,No,Explanation A
27c1ef75-f02b-4956-9260-ebfee8764c8f-1,His team wasn't doing so well the first half of the game.,no,A,Tom was pleased his team won because he bet money against his favorite team.,Tom's team was doing well in the first half of the game.,No,Yes,Explanation B
eaa11059-bdec-4d81-8d54-ca006bff517a-1,I got stuck watching a romance movie with my girlfriend.,no,A,I got stuck watching a romance movie with my girlfriend. Maybe that's what love is.,If you don't enjoy each others company then you can't be in love.,Yes,No,Explanation B
eb5e4621-5d56-4495-98f0-622be6cefa58-1,Bogart hated the pigs.,no,A,Bogart could not love his pig if he stopped eating bacon.,Bogart could not have stopped eating bacon if he hated the pigs.,No,No,Explanation B
f0829acc-86fe-44f9-ac9f-4ca6ac2a77181,But they were trying to looking for a appartment.,no,A,They could not afford a house and an apartment at the same time.,They decided on an apartment because they were looking for a place of their own.,No,Yes,Explanation B
